case_id,image_path,mask_path,split
137,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\137.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\137.nii.gz,train
138,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\138.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\138.nii.gz,test
139,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\139.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\139.nii.gz,train
14,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\14.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\14.nii.gz,train
140,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\140.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\140.nii.gz,train
141,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\141.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\141.nii.gz,train
142,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\142.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\142.nii.gz,train
143,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\143.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\143.nii.gz,train
144,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\144.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\144.nii.gz,train
145,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\145.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\145.nii.gz,train
146,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\146.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\146.nii.gz,train
147,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\147.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\147.nii.gz,test
148,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\148.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\148.nii.gz,test
149,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\149.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\149.nii.gz,train
15,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\15.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\15.nii.gz,train
150,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\150.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\150.nii.gz,train
151,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\151.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\151.nii.gz,test
152,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\152.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\152.nii.gz,test
153,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\153.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\153.nii.gz,train
154,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\154.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\154.nii.gz,train
155,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\155.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\155.nii.gz,test
156,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\156.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\156.nii.gz,train
157,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\157.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\157.nii.gz,train
158,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\158.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\158.nii.gz,test
159,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\159.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\159.nii.gz,test
16,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\16.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\16.nii.gz,train
160,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\160.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\160.nii.gz,train
161,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\161.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\161.nii.gz,test
162,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\162.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\162.nii.gz,train
163,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\163.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\163.nii.gz,test
164,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\164.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\164.nii.gz,train
165,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\165.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\165.nii.gz,train
166,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\166.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\166.nii.gz,train
167,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\167.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\167.nii.gz,test
168,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\168.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\168.nii.gz,train
169,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\169.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\169.nii.gz,test
17,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\17.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\17.nii.gz,train
170,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\170.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\170.nii.gz,train
171,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\171.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\171.nii.gz,train
172,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\172.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\172.nii.gz,train
173,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\173.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\173.nii.gz,train
174,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\174.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\174.nii.gz,train
175,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\175.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\175.nii.gz,train
176,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\176.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\176.nii.gz,test
177,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\177.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\177.nii.gz,train
178,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\178.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\178.nii.gz,test
179,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\179.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\179.nii.gz,train
18,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\18.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\18.nii.gz,train
180,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\180.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\180.nii.gz,train
181,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\181.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\181.nii.gz,train
182,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\182.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\182.nii.gz,train
183,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\183.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\183.nii.gz,train
184,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\184.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\184.nii.gz,train
185,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\185.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\185.nii.gz,test
186,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\186.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\186.nii.gz,train
187,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\187.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\187.nii.gz,train
188,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\188.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\188.nii.gz,train
189,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\189.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\189.nii.gz,train
19,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\19.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\19.nii.gz,test
190,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\190.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\190.nii.gz,train
191,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\191.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\191.nii.gz,train
192,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\192.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\192.nii.gz,train
193,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\193.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\193.nii.gz,train
194,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\194.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\194.nii.gz,train
195,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\195.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\195.nii.gz,test
196,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\196.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\196.nii.gz,train
197,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\197.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\197.nii.gz,train
198,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\198.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\198.nii.gz,test
199,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\199.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\199.nii.gz,train
2,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\2.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\2.nii.gz,train
20,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\20.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\20.nii.gz,train
200,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\200.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\200.nii.gz,train
201,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\201.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\201.nii.gz,train
202,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\202.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\202.nii.gz,train
203,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\203.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\203.nii.gz,train
204,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\204.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\204.nii.gz,train
205,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\205.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\205.nii.gz,train
206,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\206.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\206.nii.gz,test
207,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\207.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\207.nii.gz,train
208,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\208.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\208.nii.gz,train
209,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\209.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\209.nii.gz,train
21,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\21.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\21.nii.gz,train
210,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\210.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\210.nii.gz,train
211,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\211.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\211.nii.gz,train
212,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\212.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\212.nii.gz,train
213,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\213.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\213.nii.gz,train
214,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\214.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\214.nii.gz,train
215,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\215.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\215.nii.gz,train
216,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\216.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\216.nii.gz,train
217,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\217.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\217.nii.gz,train
218,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\218.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\218.nii.gz,train
219,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\219.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\219.nii.gz,train
22,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\22.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\22.nii.gz,train
220,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\220.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\220.nii.gz,test
221,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\221.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\221.nii.gz,test
222,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\222.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\222.nii.gz,train
223,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\223.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\223.nii.gz,test
224,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\224.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\224.nii.gz,train
225,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\225.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\225.nii.gz,train
226,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\226.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\226.nii.gz,train
227,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\227.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\227.nii.gz,train
228,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\228.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\228.nii.gz,train
229,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\229.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\229.nii.gz,train
23,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\23.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\23.nii.gz,train
230,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\230.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\230.nii.gz,train
231,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\231.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\231.nii.gz,train
232,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\232.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\232.nii.gz,train
233,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\233.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\233.nii.gz,train
234,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\234.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\234.nii.gz,train
235,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\235.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\235.nii.gz,train
236,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\236.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\236.nii.gz,train
237,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\237.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\237.nii.gz,train
238,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\238.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\238.nii.gz,train
239,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\239.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\239.nii.gz,train
24,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\24.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\24.nii.gz,train
240,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\240.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\240.nii.gz,test
241,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\241.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\241.nii.gz,train
